movie_id,country
snows-of-grenoble-1968,France
13-days-in-france-1968,France
sensation-of-the-century-1966,Japan
ix-olympic-winter-games-innsbruck-1964-1964,Austria
the-grand-olympics-1961,Italy
people-hopes-medals-1960,United States of America
people-hopes-medals-1960,Germany
the-horse-in-focus-1956,Sweden
alain-mimoun-1959,France
the-melbourne-rendezvous-1957,France
olympic-games-1956-1956,Australia
white-vertigo-1956,Italy
memories-of-the-olympic-summer-of-1952-1954,Finland
gold-and-glory-1953,Finland
where-the-world-meets-1952,Finland
the-vi-olympic-winter-games-oslo-1952-1952,Norway
xivth-olympiad-the-glory-of-sport-1948,United Kingdom
fight-without-hate-1948,France
olympia-part-two-festival-of-beauty-1938,Germany
olympia-part-one-festival-of-the-nations-1938,Germany
youth-of-the-world-1936,Germany
the-olympic-games-amsterdam-1928-1928,NA
the-ix-olympiad-in-amsterdam-1928,Italy
the-white-stadium-1928,Switzerland
the-olympic-games-in-paris-1924-1925,France
the-olympic-games-as-they-were-practiced-in-ancient-greece-1924,France
the-1924-chamonix-olympic-games-1924,France
the-games-of-the-v-olympiad-stockholm-1912-2017,Sweden
the-games-of-the-v-olympiad-stockholm-1912-2017,Switzerland
personal-shopper-2016,Belgium
personal-shopper-2016,Czech Republic
personal-shopper-2016,France
personal-shopper-2016,Germany
personal-shopper-2016,United Kingdom
twin-peaks-fire-walk-with-me-1992,United States of America
barry-lyndon-1975,United Kingdom
barry-lyndon-1975,United States of America
the-lure-2015,Poland
david-lynch-the-art-life-2016,United States of America
the-piano-teacher-2001,France
the-piano-teacher-2001,Austria
certain-women-2016,United States of America
festival-1967,United States of America
poison-1951,France
meantime-1983,United Kingdom
the-breaking-point-1950,United States of America
stalker-1979,Soviet Union
lost-in-america-1985,United States of America
largent-1983,France
largent-1983,Switzerland
the-lodger-a-story-of-the-london-fog-1927,United Kingdom
césar-1936,France
fanny-1932,France
marius-1931,France
they-live-by-night-1948,United States of America
taipei-story-1985,Taiwan
law-of-the-border-1966,Turkey
limite-1931,Brazil
revenge-1989,Hong Kong
mysterious-object-at-noon-2000,Thailand
mysterious-object-at-noon-2000,Netherlands
insiang-1976,Philippines
ghost-world-2001,United Kingdom
ghost-world-2001,United States of America
ghost-world-2001,Germany
dheepan-2015,France
othello-1951,Italy
othello-1951,United States of America
othello-1951,Morocco
rumble-fish-1983,United States of America
tampopo-1985,Japan
woman-of-the-year-1942,United States of America
buena-vista-social-club-1999,Germany
buena-vista-social-club-1999,United States of America
buena-vista-social-club-1999,United Kingdom
buena-vista-social-club-1999,France
buena-vista-social-club-1999,Cuba
blowup-1966,United Kingdom
blowup-1966,United States of America
blowup-1966,Italy
being-there-1979,United States of America
multiple-maniacs-1970,United States of America
canoa-a-shameful-memory-1976,Mexico
45-years-2015,United Kingdom
mildred-pierce-1945,United States of America
before-midnight-2013,Greece
before-midnight-2013,United States of America
before-sunset-2004,United States of America
before-sunrise-1995,Austria
before-sunrise-1995,United States of America
women-on-the-verge-of-a-nervous-breakdown-1988,Spain
the-tree-of-wooden-clogs-1978,Italy
cameraperson-2016,United States of America
black-girl-1966,France
black-girl-1966,Senegal
fox-and-his-friends-1975,Germany
something-wild-1961,United States of America
his-girl-friday-1940,United States of America
roma-1972,France
roma-1972,Italy
the-asphalt-jungle-1950,United States of America
heart-of-a-dog-2015,United States of America
the-squid-and-the-whale-2005,United States of America
oneeyed-jacks-1961,United States of America
punchdrunk-love-2002,United States of America
dreams-1990,Japan
dreams-1990,United States of America
lone-wolf-and-cub-white-heaven-in-hell-1974,Japan
lone-wolf-and-cub-baby-cart-in-the-land-of-demons-1973,Japan
lone-wolf-and-cub-baby-cart-in-peril-1972,Japan
lone-wolf-and-cub-baby-cart-to-hades-1972,Japan
lone-wolf-and-cub-baby-cart-at-the-river-styx-1972,Japan
lone-wolf-and-cub-sword-of-vengeance-1972,Japan
the-executioner-1963,Germany
boyhood-2014,United States of America
pans-labyrinth-2006,Mexico
pans-labyrinth-2006,Spain
pans-labyrinth-2006,United States of America
dekalog-1989,Germany
dekalog-1989,Poland
beyond-the-valley-of-the-dolls-1970,United States of America
valley-of-the-dolls-1967,United States of America
blood-simple-1984,United States of America
cat-people-1942,United States of America
the-story-of-the-last-chrysanthemum-1939,Japan
the-immortal-story-1968,France
chimes-at-midnight-1965,Spain
chimes-at-midnight-1965,Switzerland
a-taste-of-honey-1961,United Kingdom
ingrid-bergman-in-her-own-words-2015,Finland
ingrid-bergman-in-her-own-words-2015,Germany
ingrid-bergman-in-her-own-words-2015,Netherlands
ingrid-bergman-in-her-own-words-2015,Sweden
mccabe-mrs-miller-1971,United States of America
the-new-world-2005,United States of America
a-touch-of-zen-1970,Hong Kong
a-touch-of-zen-1970,Taiwan
muriel-or-the-time-of-return-1963,Italy
muriel-or-the-time-of-return-1963,France
the-inlaws-1979,United States of America
clouds-of-sils-maria-2014,France
clouds-of-sils-maria-2014,Germany
clouds-of-sils-maria-2014,Switzerland
clouds-of-sils-maria-2014,United States of America
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964,United Kingdom
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964,United States of America
fantastic-planet-1973,Czechoslovakia
fantastic-planet-1973,France
here-comes-mr-jordan-1941,United States of America
la-chienne-1931,France
le-amiche-1955,Italy
kings-of-the-road-1976,Germany
wrong-move-1975,Germany
alice-in-the-cities-1974,Germany
the-player-1992,United States of America
the-naked-island-1960,Japan
in-a-lonely-place-1950,United States of America
phoenix-2014,Germany
faces-of-november-1964,United States of America
crisis-behind-a-presidential-commitment-1963,United States of America
adventures-on-the-new-frontier-1961,United States of America
primary-1960,United States of America
barcelona-1994,United States of America
only-angels-have-wings-1939,United States of America
a-poem-is-a-naked-person-1974,United States of America
a-brighter-summer-day-1991,Taiwan
the-manchurian-candidate-1962,United States of America
paris-belongs-to-us-1961,France
i-knew-her-well-1965,Italy
i-knew-her-well-1965,France
i-knew-her-well-1965,Germany
the-graduate-1967,United States of America
the-kid-1921,United States of America
death-by-hanging-1968,Japan
the-new-land-1972,Sweden
the-emigrants-1971,Sweden
gilda-1946,United States of America
inside-llewyn-davis-2013,France
inside-llewyn-davis-2013,United Kingdom
inside-llewyn-davis-2013,United States of America
the-american-friend-1977,France
the-american-friend-1977,Germany
bitter-rice-1949,Italy
lady-snowblood-2-love-song-of-vengeance-1974,Japan
lady-snowblood-1973,Japan
burroughs-the-movie-1983,United States of America
speedy-1928,United States of America
jellyfish-eyes-2013,Japan
dont-look-back-1967,United States of America
apur-sansar-1959,India
aparajito-1956,India
pather-panchali-1955,India
in-cold-blood-1967,United States of America
code-unknown-2000,France
code-unknown-2000,Germany
code-unknown-2000,Romania
mulholland-drive-2001,France
mulholland-drive-2001,United States of America
a-special-day-1977,Italy
a-special-day-1977,Canada
the-brood-1979,Canada
moonrise-kingdom-2012,United States of America
a-room-with-a-view-1986,United Kingdom
mister-johnson-1990,United States of America
breaker-morant-1980,Australia
blind-chance-1987,Poland
two-days-one-night-2014,Belgium
two-days-one-night-2014,France
two-days-one-night-2014,Italy
dressed-to-kill-1980,United States of America
day-for-night-1973,France
day-for-night-1973,Italy
the-french-lieutenants-woman-1981,United Kingdom
my-beautiful-laundrette-1985,United Kingdom
here-is-your-life-1966,Sweden
the-black-stallion-1979,United States of America
the-fisher-king-1991,United States of America
the-bridge-1959,Germany
a-master-builder-2013,United States of America
valerie-and-her-week-of-wonders-1970,Czechoslovakia
state-of-siege-1972,France
state-of-siege-1972,Germany
state-of-siege-1972,Italy
the-confession-1970,France
the-confession-1970,Italy
the-merchant-of-four-seasons-1972,Germany
the-rose-1979,United States of America
limelight-1952,United States of America
le-silence-de-la-mer-1949,France
odd-man-out-1947,United Kingdom
the-thin-blue-line-1988,United States of America
vernon-florida-1981,Germany
vernon-florida-1981,United States of America
gates-of-heaven-1978,United States of America
ride-the-pink-horse-1947,United States of America
the-soft-skin-1964,France
watership-down-1978,United Kingdom
satyricon-1969,Italy
a-day-in-the-country-1946,France
dont-look-now-1973,Italy
dont-look-now-1973,United Kingdom
every-man-for-himself-1980,Austria
every-man-for-himself-1980,France
every-man-for-himself-1980,Germany
every-man-for-himself-1980,Switzerland
la-ciénaga-2001,Argentina
la-ciénaga-2001,France
la-ciénaga-2001,Spain
the-palm-beach-story-1942,United States of America
my-winnipeg-2007,Canada
the-bitter-tears-of-petra-von-kant-1972,Germany
safe-1995,United Kingdom
safe-1995,United States of America
tootsie-1982,United States of America
sworn-to-the-drum-a-tribute-to-francisco-aguabella-1995,NA
the-maestro-king-of-the-cowboy-artists-1995,United States of America
yum-yum-yum-a-taste-of-the-cajun-and-creole-cooking-of-louisiana-1990,United States of America
gaptoothed-women-1987,United States of America
in-heaven-there-is-no-beer-1984,United States of America
sprout-wings-and-fly-1983,United States of America
garlic-is-as-good-as-ten-mothers-1980,United States of America
always-for-pleasure-1978,United States of America
hot-pepper-1973,United States of America
dry-wood-1973,United States of America
a-well-spent-life-1971,United States of America
spend-it-all-1972,United States of America
god-respects-us-when-we-work-but-loves-us-when-we-dance-1968,United States of America
the-blues-accordin-to-lightnin-hopkins-1968,United States of America
it-happened-one-night-1934,United States of America
ride-in-the-whirlwind-1966,United States of America
the-shooting-1966,United States of America
la-dolce-vita-1960,France
la-dolce-vita-1960,Italy
my-darling-clementine-1946,United States of America
parade-1974,France
parade-1974,Sweden
jour-de-fête-1949,France
sundays-and-cybele-1962,France
the-innocents-1961,United Kingdom
macbeth-1971,United Kingdom
macbeth-1971,United States of America
eraserhead-1977,United States of America
all-that-jazz-1979,United States of America
y-tu-mamá-también-2001,Mexico
tie-me-up-tie-me-down-1989,Spain
love-streams-1984,United States of America
the-big-chill-1983,United States of America
a-room-in-town-1982,France
donkey-skin-1970,France
the-young-girls-of-rochefort-1967,France
the-umbrellas-of-cherbourg-1964,France
the-umbrellas-of-cherbourg-1964,Germany
bay-of-angels-1963,France
lola-1961,France
lola-1961,Italy
scanners-1981,Canada
a-hard-days-night-1964,United Kingdom
judex-1963,France
judex-1963,Italy
red-river-1948,United States of America
like-someone-in-love-2012,France
like-someone-in-love-2012,Japan
il-sorpasso-1962,Italy
master-of-the-house-1925,Denmark
breaking-the-waves-1996,Denmark
breaking-the-waves-1996,France
breaking-the-waves-1996,Netherlands
breaking-the-waves-1996,Norway
breaking-the-waves-1996,Sweden
riot-in-cell-block-11-1954,United States of America
the-freshman-1925,United States of America
the-great-beauty-2013,France
the-great-beauty-2013,Italy
persona-1966,Sweden
fantastic-mr-fox-2009,United States of America
a-brief-history-of-time-1991,Japan
a-brief-history-of-time-1991,United Kingdom
a-brief-history-of-time-1991,United States of America
king-of-the-hill-1993,United States of America
tess-1979,France
tess-1979,United Kingdom
foreign-correspondent-1940,United States of America
blue-is-the-warmest-color-2013,Belgium
blue-is-the-warmest-color-2013,France
blue-is-the-warmest-color-2013,Spain
the-long-day-closes-1992,United Kingdom
la-vie-de-bohème-1992,France
la-vie-de-bohème-1992,Finland
la-vie-de-bohème-1992,Germany
la-vie-de-bohème-1992,Sweden
its-a-mad-mad-mad-mad-world-1963,United States of America
thief-1981,United States of America
the-housemaid-1960,South Korea
trances-1981,France
trances-1981,Morocco
dry-summer-1963,Turkey
a-river-called-titas-1973,Bangladesh
a-river-called-titas-1973,India
redes-1936,Mexico
touki-bouki-1973,Senegal
nashville-1975,United States of America
investigation-of-a-citizen-above-suspicion-1970,Italy
frances-ha-2012,Brazil
frances-ha-2012,United States of America
city-lights-1931,United States of America
zatoichis-conspiracy-1973,Japan
zatoichi-in-desperation-1972,Japan
zatoichi-at-large-1972,Japan
zatoichi-meets-the-onearmed-swordsman-1971,Hong Kong
zatoichi-meets-the-onearmed-swordsman-1971,Japan
zatoichi-goes-to-the-fire-festival-1970,Japan
zatoichi-meets-yojimbo-1970,Japan
samaritan-zatoichi-1968,Japan
zatoichi-and-the-fugitives-1968,Japan
zatoichi-challenged-1967,Japan
zatoichi-the-outlaw-1967,Japan
zatoichis-cane-sword-1967,Japan
zatoichis-pilgrimage-1966,Japan
zatoichis-vengeance-1966,Japan
zatoichi-and-the-chess-expert-1965,Japan
zatoichi-and-the-doomed-man-1965,Japan
zatoichis-revenge-1965,Japan
adventures-of-zatoichi-1964,Japan
fight-zatoichi-fight-1964,Japan
zatoichis-flashing-sword-1964,Japan
zatoichi-and-the-chest-of-gold-1964,Japan
zatoichi-on-the-road-1963,Japan
zatoichi-the-fugitive-1963,Japan
new-tale-of-zatoichi-1963,Japan
the-tale-of-zatoichi-continues-1962,Japan
the-tale-of-zatoichi-1962,Japan
la-notte-1961,Italy
la-notte-1961,France
the-uninvited-1944,United States of America
i-married-a-witch-1942,United States of America
journey-to-italy-1954,Italy
journey-to-italy-1954,France
europa-51-1952,Italy
stromboli-1950,Italy
stromboli-1950,United States of America
la-cage-aux-folles-1978,France
la-cage-aux-folles-1978,Italy
to-be-or-not-to-be-1942,United States of America
charulata-1964,India
the-big-city-1963,India
seconds-1966,United States of America
the-devils-backbone-2001,Spain
the-devils-backbone-2001,Mexico
babettes-feast-1987,Denmark
the-life-of-oharu-1952,Japan
shoah-1985,France
safety-last-1923,United States of America
marketa-lazarová-1967,Czechoslovakia
things-to-come-1936,United Kingdom
life-is-sweet-1990,United Kingdom
medium-cool-1969,United States of America
310-to-yuma-1957,United States of America
jubal-1956,United States of America
land-of-milk-and-honey-1971,France
le-grand-amour-1969,France
as-long-as-youve-got-your-health-1966,France
yoyo-1965,France
the-suitor-1962,France
repo-man-1984,United States of America
gate-of-hell-1953,Japan
monsieur-verdoux-1947,United States of America
badlands-1973,United States of America
a-man-escaped-1956,France
ministry-of-fear-1944,United States of America
chronicle-of-a-summer-1961,France
on-the-waterfront-1954,United States of America
the-kid-with-a-bike-2011,Belgium
the-kid-with-a-bike-2011,France
the-kid-with-a-bike-2011,Italy
the-ballad-of-narayama-1958,Japan
pina-2011,Germany
pina-2011,France
the-man-who-knew-too-much-1934,United Kingdom
naqoyqatsi-2002,United States of America
powaqqatsi-1988,United States of America
koyaanisqatsi-1982,United States of America
following-1998,United Kingdom
following-1998,United States of America
purple-noon-1960,France
purple-noon-1960,Italy
heavens-gate-1980,United States of America
weekend-1967,Belgium
arabian-nights-1974,France
arabian-nights-1974,Italy
the-canterbury-tales-1972,France
the-canterbury-tales-1972,Italy
the-decameron-1971,France
the-decameron-1971,Germany
the-decameron-1971,Italy
rosemarys-baby-1968,United States of America
sunday-bloody-sunday-1971,United Kingdom
the-forgiveness-of-blood-2011,Albania
the-forgiveness-of-blood-2011,Denmark
the-forgiveness-of-blood-2011,Italy
the-forgiveness-of-blood-2011,United Kingdom
the-forgiveness-of-blood-2011,United States of America
the-game-1997,United States of America
the-devils-envoys-1942,France
eating-raoul-1982,United States of America
quadrophenia-1979,United Kingdom
lonesome-1928,United States of America
weekend-2011,United Kingdom
rosetta-1999,Belgium
rosetta-1999,France
la-promesse-1996,Belgium
la-promesse-1996,Luxembourg
la-promesse-1996,Tunisia
le-havre-2011,Finland
le-havre-2011,France
le-havre-2011,Germany
grays-anatomy-1996,United Kingdom
grays-anatomy-1996,United States of America
and-everything-is-going-fine-2010,United States of America
shallow-grave-1994,United Kingdom
the-gold-rush-1925,United States of America
summer-with-monika-1953,Sweden
summer-interlude-1951,Sweden
certified-copy-2010,France
certified-copy-2010,Italy
certified-copy-2010,Belgium
being-john-malkovich-1999,United States of America
the-organizer-1963,France
the-organizer-1963,Italy
the-organizer-1963,Yugoslavia
alambrista-1977,United States of America
harold-and-maude-1971,United States of America
gloria-1979,United States of America
winter-solstice-1974,United States of America
magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976,United States of America
ingenivm-nobis-ipsa-pvella-fecit-part-i-1974,United States of America
pan-700-1974,United States of America
pan-699-1974,United States of America
pan-698-1974,United States of America
pan-697-1974,United States of America
pan-4-1974,United States of America
pan-3-1974,United States of America
pan-2-1974,United States of America
pan-1-1974,United States of America
pan-0-1974,United States of America
the-birth-of-magellan-cadenza-i-1977,United States of America
hapax-legomena-iii-critical-mass-1971,United States of America
hapax-legomena-ii-poetic-justice-1972,United States of America
hapax-legomena-i-nostalgia-1971,United States of America
zorns-lemma-1970,United States of America
lemon-1969,United States of America
carrots-peas-1969,United States of America
surface-tension-1968,United States of America
maxwells-demon-1968,United States of America
process-red-1966,United States of America
manual-of-arms-1966,United States of America
blithe-spirit-1945,United Kingdom
this-happy-breed-1944,United Kingdom
in-which-we-serve-1942,United Kingdom
the-war-room-1993,United States of America
letter-never-sent-1960,Soviet Union
anatomy-of-a-murder-1959,United States of America
vanya-on-42nd-street-1994,United States of America
vanya-on-42nd-street-1994,United Kingdom
world-on-a-wire-1973,Germany
tiny-furniture-2010,United States of America
three-outlaw-samurai-1964,Japan
the-moment-of-truth-1965,Italy
the-moment-of-truth-1965,Spain
godzilla-1954,Japan
belle-de-jour-1967,France
belle-de-jour-1967,Italy
design-for-living-1933,United States of America
12-angry-men-1957,United States of America
three-colours-red-1994,France
three-colours-red-1994,Poland
three-colours-red-1994,Switzerland
three-colours-white-1994,France
three-colours-white-1994,Poland
three-colours-white-1994,Switzerland
three-colours-blue-1993,France
three-colours-blue-1993,Poland
three-colours-blue-1993,Switzerland
island-of-lost-souls-1932,United States of America
identification-of-a-woman-1982,France
identification-of-a-woman-1982,Italy
kuroneko-1968,Japan
the-four-feathers-1939,United Kingdom
carlos-2010,Germany
carlos-2010,France
the-cousins-1959,France
le-beau-serge-1958,France
the-phantom-carriage-1921,Sweden
latalante-1934,France
zero-for-conduct-1933,France
taris-1931,France
à-propos-de-nice-1930,France
culdesac-1966,United Kingdom
secret-sunshine-2007,South Korea
the-killing-1956,United States of America
life-during-wartime-2009,United States of America
the-music-room-1958,India
léon-morin-priest-1961,France
léon-morin-priest-1961,Italy
black-moon-1975,Germany
black-moon-1975,France
zazie-dans-le-métro-1960,France
people-on-sunday-1930,Germany
kiss-me-deadly-1955,United States of America
the-makioka-sisters-1983,Japan
insignificance-1985,United Kingdom
the-great-dictator-1940,United States of America
pale-flower-1964,Japan
something-wild-1986,United States of America
blow-out-1981,United States of America
kes-1969,United Kingdom
white-material-2009,France
the-mikado-1939,United Kingdom
topsyturvy-1999,United Kingdom
topsyturvy-1999,United States of America
the-times-of-harvey-milk-1984,United States of America
senso-1954,Italy
sweet-smell-of-success-1957,United States of America
still-walking-2008,Japan
fish-tank-2009,Netherlands
fish-tank-2009,United Kingdom
broadcast-news-1987,United States of America
cronos-1992,Mexico
the-king-of-marvin-gardens-1972,United States of America
the-last-picture-show-1971,United States of America
a-safe-place-1971,United States of America
drive-he-said-1971,United States of America
five-easy-pieces-1970,United States of America
easy-rider-1969,United States of America
head-1968,United States of America
modern-times-1936,United States of America
antichrist-2009,Denmark
antichrist-2009,France
antichrist-2009,Germany
antichrist-2009,Italy
antichrist-2009,Poland
antichrist-2009,Sweden
the-night-of-the-hunter-1955,United States of America
the-darjeeling-limited-2007,United States of America
house-1977,Japan
paths-of-glory-1957,United States of America
the-magician-1958,Sweden
the-thin-red-line-1998,United States of America
merry-christmas-mr-lawrence-1983,Japan
merry-christmas-mr-lawrence-1983,New Zealand
merry-christmas-mr-lawrence-1983,United Kingdom
naked-childhood-1968,France
crumb-1994,United States of America
louie-bluie-1985,United States of America
the-docks-of-new-york-1928,United States of America
the-last-command-1928,United States of America
underworld-1927,United States of America
the-secret-of-the-grain-2007,France
the-secret-of-the-grain-2007,Tunisia
there-was-a-father-1942,Japan
the-only-son-1936,Japan
night-train-to-munich-1940,United Kingdom
red-desert-1964,France
red-desert-1964,Italy
mystery-train-1989,Japan
mystery-train-1989,United States of America
everlasting-moments-2008,Denmark
everlasting-moments-2008,Finland
everlasting-moments-2008,Germany
everlasting-moments-2008,Norway
everlasting-moments-2008,Sweden
closeup-1990,Iran
chinese-series-2003,United States of America
persian-series-3-1999,United States of America
persian-series-2-1999,United States of America
persian-series-1-1999,United States of America
-reel-5-1998,United States of America
yggdrasill-whose-roots-are-stars-in-the-human-mind-1997,NA
the-cat-of-the-worms-green-realm-1997,United States of America
i-take-these-truths-1995,United States of America
from-first-hymn-to-the-night-novalis-1994,United States of America
the-mammals-of-victoria-1994,United States of America
boulder-blues-and-pearls-and-1993,United States of America
unconscious-london-strata-1981,United Kingdom
unconscious-london-strata-1981,United States of America
visions-in-meditation-4-dh-lawrence-1990,United States of America
visions-in-meditation-3-platos-cave-1990,United States of America
visions-in-meditation-2-mesa-verde-1989,United States of America
visions-in-meditation-1-1989,United States of America
arabic-numeral-series-12-1981,United States of America
murder-psalm-1980,United States of America
the-domain-of-the-moment-1977,United States of America
duplicity-iii-1980,United States of America
burial-path-1978,United States of America
the-process-1972,United States of America
desert-1976,United States of America
star-garden-1974,United States of America
the-machine-of-eden-1970,United States of America
scenes-from-under-childhood-section-one-1968,United States of America
23rd-psalm-branch-1967,United States of America
two-creeleymcclure-1965,United States of America
the-dead-1960,United States of America
the-dead-1960,France
the-wonder-ring-1955,United States of America
stagecoach-1939,United States of America
the-fugitive-kind-1960,United States of America
ride-with-the-devil-1999,United States of America
summer-hours-2008,France
vivre-sa-vie-1962,France
colossal-youth-2006,Portugal
colossal-youth-2006,Switzerland
colossal-youth-2006,France
in-vandas-room-2000,Portugal
in-vandas-room-2000,Germany
in-vandas-room-2000,Switzerland
ossos-1997,Denmark
ossos-1997,France
ossos-1997,Portugal
bigger-than-life-1956,United States of America
dillinger-is-dead-1969,Italy
make-way-for-tomorrow-1937,United States of America
hunger-2008,Ireland
hunger-2008,United Kingdom
lola-montès-1955,France
lola-montès-1955,Germany
revanche-2008,Austria
paris-texas-1984,United Kingdom
paris-texas-1984,Germany
paris-texas-1984,France
germany-year-zero-1948,France
germany-year-zero-1948,Germany
germany-year-zero-1948,Italy
paisan-1946,Italy
rome-open-city-1945,Italy
che-part-two-2008,United States of America
che-part-two-2008,Spain
che-part-two-2008,France
che-part-one-2008,United States of America
che-part-one-2008,Spain
che-part-one-2008,France
days-of-wine-and-roses-1958,United States of America
the-comedian-1957,United States of America
requiem-for-a-heavyweight-1956,United States of America
bang-the-drum-slowly-1956,United States of America
a-wind-from-the-south-1955,United States of America
no-time-for-sergeants-1955,United States of America
patterns-1955,NA
marty-1953,United States of America
downhill-racer-1969,United States of America
gomorrah-2008,Italy
a-christmas-tale-2008,France
z-1969,Algeria
z-1969,France
wings-of-desire-1987,Germany
wings-of-desire-1987,France
monsoon-wedding-2001,France
monsoon-wedding-2001,Germany
monsoon-wedding-2001,Italy
monsoon-wedding-2001,United States of America
monsoon-wedding-2001,India
howards-end-1992,United Kingdom
howards-end-1992,Japan
that-hamilton-woman-1941,United States of America
homicide-1991,United States of America
the-last-days-of-disco-1998,United States of America
jeanne-dielman-23-quai-du-commerce-1080-bruxelles-1975,Belgium
jeanne-dielman-23-quai-du-commerce-1080-bruxelles-1975,France
repulsion-1965,United Kingdom
2-or-3-things-i-know-about-her-1967,France
made-in-usa-1966,France
the-human-condition-iii-a-soldiers-prayer-1961,Japan
the-human-condition-ii-road-to-eternity-1959,Japan
