movie_id,country
the-human-condition-i-no-greater-love-1959,Japan
my-dinner-with-andre-1981,United States of America
last-year-at-marienbad-1961,France
last-year-at-marienbad-1961,Italy
bergman-island-2006,Denmark
bergman-island-2006,Finland
bergman-island-2006,Norway
bergman-island-2006,Sweden
the-curious-case-of-benjamin-button-2008,United States of America
the-friends-of-eddie-coyle-1973,United States of America
intentions-of-murder-1964,Japan
the-insect-woman-1963,Japan
pigs-and-battleships-1961,Japan
wise-blood-1979,United States of America
the-hit-1984,United Kingdom
bluebeard-1936,France
similarities-between-length-and-speed-1937,France
voyage-to-the-sky-1937,France
the-struggle-for-survival-1937,France
the-fourth-dimension-1936,France
experimental-treatment-of-a-hemorrhage-in-a-dog-1930,France
the-sticklebacks-eggs-1925,France
daphnia-1928,France
sea-urchins-1929,France
the-octopus-1928,France
pigeons-in-the-square-1982,France
diatoms-1968,France
sea-ballerinas-1956,France
freshwater-assassins-1947,France
the-vampire-1945,France
acera-or-the-witches-dance-1972,France
shrimp-stories-1964,France
the-love-life-of-an-octopus-1967,France
the-sea-horse-1935,France
liquid-crystals-1978,France
how-some-jellyfish-are-born-1960,France
sea-urchins-1954,France
hyas-and-stenorhynchus-1929,France
empire-of-passion-1978,Japan
empire-of-passion-1978,France
in-the-realm-of-the-senses-1976,Japan
in-the-realm-of-the-senses-1976,France
dodeskaden-1970,Japan
danton-1983,France
danton-1983,Poland
general-della-rovere-1959,France
general-della-rovere-1959,Italy
the-last-metro-1980,France
hobsons-choice-1954,United Kingdom
simon-of-the-desert-1965,Mexico
the-exterminating-angel-1962,Mexico
el-norte-1983,United States of America
magnificent-obsession-1954,United States of America
the-taking-of-power-by-louis-xiv-1966,France
white-dog-1982,United States of America
europa-1991,Denmark
europa-1991,France
europa-1991,Germany
europa-1991,Sweden
chungking-express-1994,Hong Kong
the-spy-who-came-in-from-the-cold-1965,United Kingdom
fanfan-the-tulip-1952,France
fanfan-the-tulip-1952,Italy
bottle-rocket-1996,United States of America
missing-1982,United States of America
le-deuxième-souffle-1966,France
le-doulos-1962,France
le-doulos-1962,Italy
an-autumn-afternoon-1962,Japan
the-earrings-of-madame-de-1953,France
the-earrings-of-madame-de-1953,Italy
le-plaisir-1952,France
la-ronde-1950,France
twentyfour-eyes-1954,Japan
the-small-back-room-1949,United Kingdom
brand-upon-the-brain-2006,Canada
brand-upon-the-brain-2006,United States of America
trafic-1971,France
trafic-1971,Italy
mon-oncle-antoine-1971,Canada
vampyr-1932,France
vampyr-1932,Germany
before-the-rain-1994,United Kingdom
before-the-rain-1994,Macedonia
before-the-rain-1994,France
the-furies-1950,United States of America
the-big-risk-1960,France
the-big-risk-1960,Italy
patriotism-1966,Japan
mishima-a-life-in-four-chapters-1985,Japan
mishima-a-life-in-four-chapters-1985,United States of America
the-thief-of-bagdad-1940,United Kingdom
the-thief-of-bagdad-1940,United States of America
the-fire-within-1963,France
the-lovers-1958,France
blast-of-silence-1961,United States of America
death-of-a-cyclist-1955,Spain
death-of-a-cyclist-1955,Italy
the-ice-storm-1997,France
the-ice-storm-1997,United States of America
antonio-gaudí-1984,Japan
mafioso-1962,Italy
walker-1987,Mexico
walker-1987,Nicaragua
walker-1987,Spain
walker-1987,United States of America
the-last-emperor-1987,China
the-last-emperor-1987,France
the-last-emperor-1987,Italy
the-last-emperor-1987,United Kingdom
pierrot-le-fou-1965,France
pierrot-le-fou-1965,Italy
le-bonheur-1965,France
la-pointe-courte-1955,France
this-sporting-life-1963,United Kingdom
miss-julie-1951,Sweden
the-naked-prey-1965,United States of America
the-naked-prey-1965,South Africa
twolane-blacktop-1971,United States of America
drunken-angel-1948,Japan
sawdust-and-tinsel-1953,Sweden
berlin-alexanderplatz-1980,Germany
under-the-volcano-1984,United States of America
under-the-volcano-1984,Mexico
days-of-heaven-1978,United States of America
breathless-1960,France
mala-noche-1986,United States of America
night-journey-1960,United States of America
a-dancers-world-1957,United States of America
appalachian-spring-1959,United States of America
the-3-penny-opera-1931,Germany
robinson-crusoe-on-mars-1964,United States of America
cria-1976,Spain
the-milky-way-1969,Germany
the-milky-way-1969,France
the-milky-way-1969,Italy
night-on-earth-1991,United States of America
night-on-earth-1991,Japan
night-on-earth-1991,France
night-on-earth-1991,Germany
night-on-earth-1991,United Kingdom
stranger-than-paradise-1984,United States of America
stranger-than-paradise-1984,Germany
house-of-games-1987,United States of America
the-strange-ones-1950,France
ivans-childhood-1962,Soviet Union
ace-in-the-hole-1951,United States of America
the-face-of-another-1966,Japan
woman-in-the-dunes-1964,Japan
pitfall-1962,Japan
if-1968,United Kingdom
sweet-movie-1974,Canada
sweet-movie-1974,Germany
sweet-movie-1974,France
wr-mysteries-of-the-organism-1971,Germany
wr-mysteries-of-the-organism-1971,Yugoslavia
the-two-of-us-1967,France
sans-soleil-1983,France
la-jetée-1962,France
sansho-the-bailiff-1954,Japan
army-of-shadows-1969,France
army-of-shadows-1969,Italy
vengeance-is-mine-1979,Japan
brute-force-1947,United States of America
overlord-1975,United Kingdom
la-haine-1995,France
the-naked-city-1948,United States of America
the-burmese-harp-1956,Japan
fires-on-the-plain-1959,Japan
when-a-woman-ascends-the-stairs-1960,Japan
49th-parallel-1941,United Kingdom
green-for-danger-1946,United Kingdom
bicycle-thieves-1948,Italy
the-proud-valley-1940,United Kingdom
sanders-of-the-river-1935,United Kingdom
body-and-soul-1925,United States of America
emperor-jones-1933,United States of America
paul-robeson-tribute-to-an-artist-1979,United States of America
native-land-1942,United States of America
jericho-1937,United Kingdom
borderline-1930,Switzerland
borderline-1930,United Kingdom
corridors-of-blood-1958,United Kingdom
grip-of-the-strangler-1958,United Kingdom
the-atomic-submarine-1959,United States of America
first-man-into-space-1959,United Kingdom
mouchette-1967,France
border-radio-1987,United States of America
the-beales-of-grey-gardens-2006,United States of America
symbiopsychotaxiplasm-take-2½-2005,United States of America
symbiopsychotaxiplasm-take-one-1968,United States of America
the-double-life-of-véronique-1991,France
the-double-life-of-véronique-1991,Norway
the-double-life-of-véronique-1991,Poland
pandoras-box-1929,Germany
the-fallen-idol-1948,United Kingdom
sweetie-1989,Australia
hands-over-the-city-1963,Italy
clean-shaven-1993,United States of America
sólo-con-tu-pareja-1991,Mexico
jigoku-1960,Japan
the-spirit-of-the-beehive-1973,Spain
seduced-and-abandoned-1964,Italy
seduced-and-abandoned-1964,France
kicking-and-screaming-1995,United States of America
love-in-the-afternoon-1972,France
claires-knee-1970,France
la-collectionneuse-1967,France
my-night-at-mauds-1969,France
suzannes-career-1963,France
the-bakery-girl-of-monceau-1963,France
a-canterbury-tale-1944,United Kingdom
koko-a-talking-gorilla-1978,France
yi-yi-2000,Taiwan
yi-yi-2000,Japan
equinox-1970,United States of America
a-nos-amours-1983,France
dazed-and-confused-1993,United States of America
elevator-to-the-gallows-1958,France
harlan-county-usa-1976,United States of America
fists-in-the-pocket-1965,Italy
viridiana-1961,Spain
viridiana-1961,Mexico
late-spring-1949,Japan
au-revoir-les-enfants-1987,Germany
au-revoir-les-enfants-1987,France
lacombe-lucien-1974,Germany
lacombe-lucien-1974,France
lacombe-lucien-1974,Italy
murmur-of-the-heart-1971,France
murmur-of-the-heart-1971,Germany
murmur-of-the-heart-1971,Italy
metropolitan-1990,United States of America
kind-hearts-and-coronets-1949,United Kingdom
la-bête-humaine-1938,France
the-children-are-watching-us-1943,Italy
mr-arkadin-1955,France
mr-arkadin-1955,Spain
mr-arkadin-1955,Switzerland
the-virgin-spring-1960,Sweden
young-mr-lincoln-1939,United States of America
the-bad-sleep-well-1960,Japan
forbidden-games-1952,France
the-tales-of-hoffmann-1951,United Kingdom
ran-1985,Japan
ran-1985,France
shoot-the-piano-player-1960,France
pickpocket-1959,France
kill-1968,Italy
samurai-spy-1965,Japan
sword-of-the-beast-1965,Japan
samurai-rebellion-1967,Japan
ugetsu-1953,Japan
masculin-féminin-1966,France
masculin-féminin-1966,Sweden
naked-1993,United Kingdom
le-samouraï-1967,France
le-samouraï-1967,Italy
boudu-saved-from-drowning-1932,France
the-man-who-fell-to-earth-1976,United Kingdom
bad-timing-1980,United Kingdom
harakiri-1962,Japan
an-angel-at-my-table-1990,Australia
an-angel-at-my-table-1990,New Zealand
an-angel-at-my-table-1990,United Kingdom
the-life-aquatic-with-steve-zissou-2004,United States of America
story-of-a-prostitute-1965,Japan
gate-of-flesh-1964,Japan
au-hasard-balthazar-1966,France
au-hasard-balthazar-1966,Sweden
le-notti-bianche-1957,France
le-notti-bianche-1957,Italy
crazed-fruit-1956,Japan
the-browning-version-1951,United Kingdom
the-flowers-of-st-francis-1950,Italy
unfaithfully-yours-1948,United States of America
heaven-can-wait-1943,United States of America
the-phantom-of-liberty-1974,France
hoop-dreams-1994,United States of America
f-for-fake-1973,France
f-for-fake-1973,Germany
f-for-fake-1973,Iran
burden-of-dreams-1982,Peru
burden-of-dreams-1982,United States of America
divorce-italian-style-1961,Italy
ashes-and-diamonds-1958,Poland
kanal-1957,Poland
a-generation-1955,Poland
jules-and-jim-1962,France
the-sword-of-doom-1966,Japan
young-törless-1966,Germany
young-törless-1966,France
leclisse-1962,France
leclisse-1962,Italy
my-own-private-idaho-1991,United States of America
the-river-1951,France
the-river-1951,India
tout-va-bien-1972,France
tout-va-bien-1972,Italy
night-and-the-city-1950,United Kingdom
thieves-highway-1949,United States of America
la-commare-secca-1962,Italy
touchez-pas-au-grisbi-1954,France
touchez-pas-au-grisbi-1954,Italy
casque-dor-1952,France
fighting-elegy-1966,Japan
youth-of-the-beast-1963,Japan
kagemusha-1980,Japan
kagemusha-1980,United States of America
the-king-of-kings-1927,United States of America
short-cuts-1993,United States of America
the-making-of-fanny-and-alexander-1984,Sweden
fanny-and-alexander-1984,Sweden
fanny-and-alexander-1984,Germany
fanny-and-alexander-1984,France
fanny-and-alexander-1982,Sweden
fanny-and-alexander-1982,Germany
fanny-and-alexander-1982,France
eyes-without-a-face-1960,France
eyes-without-a-face-1960,Italy
fat-girl-2001,France
fat-girl-2001,Italy
tanner-88-1988,United States of America
secret-honor-1984,United States of America
a-constant-forge-2000,United States of America
opening-night-1977,United States of America
the-killing-of-a-chinese-bookie-1976,United States of America
a-woman-under-the-influence-1974,United States of America
faces-1968,United States of America
shadows-1958,United States of America
the-battle-of-algiers-1966,Italy
the-battle-of-algiers-1966,Algeria
videodrome-1983,Canada
slacker-1990,United States of America
i-vitelloni-1953,France
i-vitelloni-1953,Italy
port-of-shadows-1938,France
elena-and-her-men-1956,France
elena-and-her-men-1956,Italy
french-cancan-1955,France
french-cancan-1955,Italy
the-golden-coach-1952,France
the-golden-coach-1952,Italy
early-summer-1951,Japan
the-lower-depths-1957,Japan
the-lower-depths-1936,France
a-woman-is-a-woman-1961,France
a-woman-is-a-woman-1961,Italy
smiles-of-a-summer-night-1955,Sweden
mamma-roma-1962,Italy
the-leopard-1963,France
the-leopard-1963,Italy
the-tin-drum-1979,France
the-tin-drum-1979,Germany
the-tin-drum-1979,Yugoslavia
stray-dog-1949,Japan
floating-weeds-1959,Japan
a-story-of-floating-weeds-1934,Japan
the-testament-of-dr-mabuse-1933,Germany
the-testament-of-dr-mabuse-1933,France
3-women-1977,United States of America
scenes-from-a-marriage-1974,Sweden
scenes-from-a-marriage-1973,Sweden
salvatore-giuliano-1962,Italy
le-corbeau-1943,France
onibaba-1964,Japan
tunes-of-glory-1960,United Kingdom
pickup-on-south-street-1953,United States of America
maîtresse-1976,France
diary-of-a-country-priest-1951,France
ikiru-1952,Japan
naked-lunch-1991,Canada
naked-lunch-1991,United Kingdom
la-strada-1954,Italy
le-cercle-rouge-1970,France
le-cercle-rouge-1970,Italy
tokyo-story-1953,Japan
the-rules-of-the-game-1939,France
knife-in-the-water-1962,Poland
all-that-money-can-buy-1941,United States of America
richard-iii-1955,United Kingdom
ingmar-bergman-makes-a-movie-1963,Sweden
the-silence-1963,Sweden
winter-light-1963,Sweden
through-a-glass-darkly-1961,Sweden
the-pornographers-1966,Japan
lola-1981,Germany
veronika-voss-1982,Germany
the-marriage-of-maria-braun-1979,Germany
indiscretion-of-an-american-wife-1953,Italy
umberto-d-1952,Italy
the-honeymoon-killers-1970,United States of America
schizopolis-1996,United States of America
ali-fear-eats-the-soul-1974,Germany
night-and-fog-1956,France
hiroshima-mon-amour-1959,France
hiroshima-mon-amour-1959,Japan
the-fiancés-1963,Italy
il-posto-1961,Italy
jenny-lamour-1947,France
coup-de-grâce-1976,Germany
coup-de-grâce-1976,France
jubilee-1978,United Kingdom
throne-of-blood-1957,Japan
the-white-sheik-1952,Italy
love-on-the-run-1979,France
bed-and-board-1970,France
bed-and-board-1970,Italy
stolen-kisses-1968,France
lovesong-2001,United States of America
comingled-containers-1996,United States of America
the-dark-tower-1999,United States of America
crack-glass-eulogy-1991,United States of America
stellar-1993,United States of America
study-in-color-and-black-and-white-1993,United States of America
black-ice-1994,United States of America
untitled-for-marilyn-1992,United States of America
delicacies-of-molten-horror-synapse-1991,United States of America
glaze-of-cathexis-1990,United States of America
rage-net-1988,United States of America
night-music-1986,United States of America
the-dante-quartet-1987,United States of America
i-dreaming-1988,United States of America
kindering-1987,United States of America
the-stars-are-beautiful-1974,United States of America
the-garden-of-earthly-delights-1981,United States of America
the-woldshadow-1972,United States of America
eye-myth-1967,United States of America
mothlight-1963,United States of America
window-water-baby-moving-1959,United States of America
cats-cradle-1959,United States of America
the-act-of-seeing-with-ones-own-eyes-1972,United States of America
dog-star-man-part-iv-1964,United States of America
dog-star-man-part-iii-1964,United States of America
dog-star-man-part-ii-1964,United States of America
dog-star-man-part-i-1963,United States of America
prelude-dog-star-man-1962,United States of America
wedlock-house-an-intercourse-1959,United States of America
desistfilm-1954,United States of America
les-dames-du-bois-de-boulogne-1945,France
straw-dogs-1971,United States of America
straw-dogs-1971,United Kingdom
i-am-curious-blue-1968,Sweden
i-am-curious-yellow-1967,Sweden
my-life-as-a-dog-1985,Sweden
the-lost-honor-of-katharina-blum-1975,Germany
the-killers-1964,United States of America
the-killers-1946,United States of America
fear-and-loathing-in-las-vegas-1998,United States of America
band-of-outsiders-1964,France
the-life-and-death-of-colonel-blimp-1943,United Kingdom
pépé-le-moko-1937,France
contempt-1963,France
contempt-1963,Italy
trouble-in-paradise-1932,United States of America
shake-otis-at-monterey-1987,United States of America
jimi-plays-monterey-1986,United States of America
monterey-pop-1968,United States of America
down-by-law-1986,United States of America
down-by-law-1986,Germany
man-bites-dog-1992,Belgium
solaris-1972,Soviet Union
hopscotch-1980,United States of America
ratcatcher-1999,United Kingdom
ratcatcher-1999,France
under-the-roofs-of-paris-1930,France
à-nous-la-liberté-1931,France
red-beard-1965,Japan
the-importance-of-being-earnest-1952,United Kingdom
the-royal-tenenbaums-2001,United States of America
hearts-and-minds-1974,United States of America
tokyo-olympiad-1965,Japan
the-horses-mouth-1958,United Kingdom
general-idi-amin-dada-1974,France
general-idi-amin-dada-1974,Switzerland
george-washington-2000,United States of America
traffic-2000,United States of America
bob-le-flambeur-1956,France
juliet-of-the-spirits-1965,Italy
juliet-of-the-spirits-1965,France
ballad-of-a-soldier-1959,Soviet Union
in-the-mood-for-love-2000,Hong Kong
in-the-mood-for-love-2000,France
the-cranes-are-flying-1957,Soviet Union
the-firemens-ball-1967,Czechoslovakia
the-firemens-ball-1967,Italy
loves-of-a-blonde-1965,Czechoslovakia
that-obscure-object-of-desire-1977,France
that-obscure-object-of-desire-1977,Spain
the-last-wave-1977,Australia
children-of-paradise-1945,France
8½-1963,Italy
8½-1963,France
wild-strawberries-1957,Sweden
rashomon-1950,Japan
notorious-1946,United States of America
spellbound-1945,United States of America
rebecca-1940,United States of America
häxan-1922,Sweden
the-vanishing-1988,Netherlands
the-vanishing-1988,France
the-vanishing-1988,Germany
the-ruling-class-1972,United Kingdom
closely-watched-trains-1966,Czechoslovakia
the-shop-on-main-street-1965,Czechoslovakia
le-trou-1960,France
le-trou-1960,Italy
carl-th-dreyer-my-metier-1995,Denmark
gertrud-1964,Denmark
ordet-1955,Denmark
day-of-wrath-1943,Denmark
grey-gardens-1975,United States of America
salesman-1969,United States of America
billy-liar-1963,United Kingdom
how-to-get-ahead-in-advertising-1989,United Kingdom
withnail-i-1987,United Kingdom
withnail-i-1987,Canada
sullivans-travels-1941,United States of America
diary-of-a-chambermaid-1964,France
diary-of-a-chambermaid-1964,Italy
the-hidden-fortress-1958,Japan
rififi-1955,France
my-man-godfrey-1936,United States of America
big-deal-on-madonna-street-1958,Italy
playtime-1967,France
playtime-1967,Italy
mon-oncle-1958,France
mon-oncle-1958,Italy
monsieur-hulots-holiday-1953,France
the-scarlet-empress-1934,United States of America
the-rock-1996,United States of America
mona-lisa-1986,United Kingdom
coup-de-torchon-1981,France
spartacus-1960,United States of America
double-suicide-1969,Japan
the-lady-eve-1941,United States of America
the-discreet-charm-of-the-bourgeoisie-1972,France
cries-and-whispers-1972,Sweden
beastie-boys-video-anthology-2000,United States of America
gimme-shelter-1970,United States of America
lavventura-1960,France
lavventura-1960,Italy
do-the-right-thing-1989,United States of America
written-on-the-wind-1956,United States of America
all-that-heaven-allows-1955,United States of America
i-know-where-im-going-1945,United Kingdom
black-narcissus-1947,United Kingdom
fiend-without-a-face-1958,United Kingdom
the-blob-1958,United States of America
kwaidan-1964,Japan
sisters-1972,United States of America
ivan-the-terrible-part-ii-the-boyars-plot-1946,Soviet Union
ivan-the-terrible-part-i-1944,Soviet Union
alexander-nevsky-1938,Soviet Union
pygmalion-1938,United Kingdom
good-morning-1959,Japan
the-harder-they-come-1972,Jamaica
hamlet-1948,United Kingdom
variety-lights-1950,Italy
the-element-of-crime-1984,Denmark
the-dentist-1932,United States of America
the-barber-shop-1933,United States of America
the-fatal-glass-of-beer-1933,United States of America
the-pharmacist-1933,United States of America
the-golf-specialist-1930,United States of America
pool-sharks-1915,United States of America
the-bank-dick-1940,United States of America
and-god-created-woman-1956,France
brief-encounter-1945,United Kingdom
chasing-amy-1997,United States of America
vagabond-1985,France
cléo-from-5-to-7-1962,France
cléo-from-5-to-7-1962,Italy
le-million-1931,France
the-magic-flute-1975,Sweden
the-last-temptation-of-christ-1988,United States of America
the-last-temptation-of-christ-1988,Canada
testament-of-orpheus-1960,France
orpheus-1950,France
the-blood-of-a-poet-1932,France
rushmore-1998,United States of America
the-third-man-1949,United Kingdom
carnival-of-souls-1962,United States of America
the-passion-of-joan-of-arc-1928,France
life-of-brian-1979,United Kingdom
autumn-sonata-1978,Germany
autumn-sonata-1978,Sweden
autumn-sonata-1978,United Kingdom
the-night-porter-1974,Italy
the-night-porter-1974,France
peeping-tom-1960,United Kingdom
charade-1963,United Kingdom
charade-1963,United States of America
the-39-steps-1935,United Kingdom
the-unbearable-lightness-of-being-1988,United States of America
for-all-mankind-1989,United States of America
sanjuro-1962,Japan
yojimbo-1961,Japan
brazil-1985,United Kingdom
brazil-1985,United States of America
and-the-ship-sails-on-1983,France
and-the-ship-sails-on-1983,Italy
nights-of-cabiria-1957,Italy
nights-of-cabiria-1957,France
black-orpheus-1959,Brazil
black-orpheus-1959,France
black-orpheus-1959,Italy
insomnia-1997,Norway
the-most-dangerous-game-1932,United States of America
taste-of-cherry-1997,Iran
taste-of-cherry-1997,France
the-red-shoes-1948,United Kingdom
lord-of-the-flies-1963,United Kingdom
fishing-with-john-1991,United States of America
henry-v-1944,United Kingdom
armageddon-1998,United States of America
tokyo-drifter-1966,Japan
branded-to-kill-1967,Japan
time-bandits-1981,United Kingdom
the-wages-of-fear-1953,France
the-wages-of-fear-1953,Italy
diabolique-1955,France
andrei-rublev-1966,Soviet Union
nanook-of-the-north-1922,United States of America
nanook-of-the-north-1922,France
oliver-twist-1948,United Kingdom
great-expectations-1946,United Kingdom
m-1931,Germany
picnic-at-hanging-rock-1975,Australia
blood-for-dracula-1974,France
blood-for-dracula-1974,Italy
blood-for-dracula-1974,United States of America
flesh-for-frankenstein-1973,France
flesh-for-frankenstein-1973,Italy
flesh-for-frankenstein-1973,United States of America
the-long-good-friday-1980,United Kingdom
alphaville-1965,France
alphaville-1965,Italy
high-and-low-1963,Japan
robocop-1987,United States of America
summertime-1955,United Kingdom
summertime-1955,United States of America
dead-ringers-1988,Canada
dead-ringers-1988,United States of America
sid-and-nancy-1986,United Kingdom
shock-corridor-1963,United States of America
the-naked-kiss-1964,United States of America
salò-or-the-120-days-of-sodom-1975,Italy
salò-or-the-120-days-of-sodom-1975,France
samurai-iii-duel-at-ganryu-island-1956,Japan
samurai-ii-duel-at-ichijoji-temple-1955,Japan
samurai-i-musashi-miyamoto-1954,Japan
the-silence-of-the-lambs-1991,United States of America
this-is-spinal-tap-1984,United States of America
the-seventh-seal-1957,Sweden
walkabout-1971,United States of America
hard-boiled-1992,Hong Kong
the-killer-1989,Hong Kong
a-night-to-remember-1958,United Kingdom
beauty-and-the-beast-1946,France
the-400-blows-1959,France
amarcord-1973,Italy
amarcord-1973,France
the-lady-vanishes-1938,United Kingdom
seven-samurai-1954,Japan
grand-illusion-1937,France
last-holiday-1950,United Kingdom
gervaise-1956,France
mayerling-1936,France
daybreak-1939,France
kapo-1960,France
kapo-1960,Italy
kapo-1960,Yugoslavia
the-great-chase-1962,United States of America
the-love-goddesses-1965,United States of America
paddle-to-the-sea-1966,Canada
sanshiro-sugata-1943,Japan
the-most-beautiful-1944,Japan
sanshiro-sugata-part-two-1945,Japan
the-men-who-tread-on-the-tigers-tail-1945,Japan
no-regrets-for-our-youth-1946,Japan
one-wonderful-sunday-1947,Japan
scandal-1950,France
the-idiot-1951,Japan
i-live-in-fear-1955,Japan
madadayo-1993,Japan
murderous-maids-2000,France
crisis-1946,Sweden
a-ship-to-india-1947,Sweden
port-of-call-1948,Sweden
thirst-1949,Sweden
to-joy-1950,Sweden
waiting-women-1952,Sweden
a-lesson-in-love-1954,Sweden
dreams-1955,Sweden
brink-of-life-1958,Sweden
the-devils-eye-1960,Sweden
all-these-women-1964,Sweden
hour-of-the-wolf-1968,Sweden
the-rite-1969,Sweden
the-passion-of-anna-1969,Sweden
fårö-document-1970,Sweden
the-touch-1971,Sweden
the-touch-1971,United States of America
the-serpents-egg-1977,Germany
the-serpents-egg-1977,United States of America
fårö-document-1979-1979,Sweden
from-the-life-of-the-marionettes-1980,Germany
from-the-life-of-the-marionettes-1980,Austria
after-the-rehearsal-1984,Germany
after-the-rehearsal-1984,Sweden
saraband-2003,Austria
saraband-2003,Denmark
saraband-2003,Finland
saraband-2003,Germany
saraband-2003,Italy
saraband-2003,Norway
saraband-2003,Sweden
varda-by-agnès-2019,France
les-3-boutons-2015,France
o-seasons-o-castles-1958,France
along-the-coast-1958,France
fiancés-on-the-bridge-1962,France
diary-of-a-pregnant-woman-1958,France
the-socalled-caryatids-1984,France
youve-got-beautiful-stairs-you-know-1986,France
daguerréotypes-1975,France
daguerréotypes-1975,Germany
the-vanishing-lion-2003,France
the-creatures-1966,France
the-creatures-1966,Sweden
elsa-the-rose-1966,France
uncle-yanco-1967,France
black-panthers-1968,France
lions-love-1969,United States of America
lions-love-1969,France
mur-murs-1981,France
mur-murs-1981,United States of America
mur-murs-1981,Germany
documenteur-1981,France
documenteur-1981,United States of America
women-reply-1975,France
the-pleasure-of-love-in-iran-1976,France
seven-rooms-kitchen-bathroom-for-sale-1984,France
jane-b-by-agnès-v-1988,France
kungfu-master-1988,France
jacquot-de-nantes-1991,France
the-young-girls-turn-25-1993,France
the-world-of-jacques-demy-1995,Belgium
the-world-of-jacques-demy-1995,France
the-world-of-jacques-demy-1995,Spain
one-hundred-and-one-nights-1995,France
one-hundred-and-one-nights-1995,United Kingdom
the-gleaners-and-i-2000,France
the-gleaners-and-i-two-years-later-2002,France
faces-places-2017,France
hello-cubans-1963,Cuba
hello-cubans-1963,France
ulysse-1983,France
ydessa-the-bears-and-etc-2004,France
agnès-varda-from-here-to-there-2011,NA
the-beaches-of-agnès-2008,France
the-swindle-1955,France
the-swindle-1955,Italy
intervista-1987,Italy
as-tears-go-by-1988,Hong Kong
days-of-being-wild-1990,Hong Kong
fallen-angels-1995,Hong Kong
happy-together-1997,Hong Kong
happy-together-1997,South Korea
happy-together-1997,Japan
2046-2004,Germany
2046-2004,Hong Kong
2046-2004,China
2046-2004,France
2046-2004,Italy
accattone-1961,Italy
love-meetings-1964,Italy
the-gospel-according-to-st-matthew-1964,Italy
the-gospel-according-to-st-matthew-1964,France
the-hawks-and-the-sparrows-1966,Italy
oedipus-rex-1967,Italy
pigsty-1969,France
pigsty-1969,Italy
medea-1969,France
medea-1969,Germany
medea-1969,Italy
