movie_id,director
the-earrings-of-madame-de-1953,Max Ophüls
le-plaisir-1952,Max Ophüls
la-ronde-1950,Max Ophüls
twentyfour-eyes-1954,Keisuke Kinoshita
the-small-back-room-1949,Michael Powell
the-small-back-room-1949,Emeric Pressburger
brand-upon-the-brain-2006,Guy Maddin
trafic-1971,Jacques Tati
mon-oncle-antoine-1971,Claude Jutra
vampyr-1932,Carl Theodor Dreyer
before-the-rain-1994,Milčo Mančevski
the-furies-1950,Anthony Mann
the-big-risk-1960,Claude Sautet
patriotism-1966,Domoto Masaki
patriotism-1966,Yukio Mishima
mishima-a-life-in-four-chapters-1985,Paul Schrader
the-thief-of-bagdad-1940,Ludwig Berger
the-thief-of-bagdad-1940,Michael Powell
the-thief-of-bagdad-1940,Tim Whelan
the-fire-within-1963,Louis Malle
the-lovers-1958,Louis Malle
blast-of-silence-1961,Allen Baron
death-of-a-cyclist-1955,Juan Antonio Bardem
the-ice-storm-1997,Ang Lee
antonio-gaudí-1984,Hiroshi Teshigahara
mafioso-1962,Alberto Lattuada
walker-1987,Alex Cox
the-last-emperor-1987,Bernardo Bertolucci
pierrot-le-fou-1965,Jean-Luc Godard
le-bonheur-1965,Agnès Varda
la-pointe-courte-1955,Agnès Varda
this-sporting-life-1963,Lindsay Anderson
miss-julie-1951,Alf Sjöberg
the-naked-prey-1965,Cornel Wilde
twolane-blacktop-1971,Monte Hellman
drunken-angel-1948,Akira Kurosawa
sawdust-and-tinsel-1953,Ingmar Bergman
berlin-alexanderplatz-1980,Rainer Werner Fassbinder
under-the-volcano-1984,John Huston
days-of-heaven-1978,Terrence Malick
breathless-1960,Jean-Luc Godard
mala-noche-1986,Gus Van Sant
night-journey-1960,Alexander Hammid
a-dancers-world-1957,Peter Glushanok
appalachian-spring-1959,Peter Glushanok
the-3-penny-opera-1931,Georg Wilhelm Pabst
robinson-crusoe-on-mars-1964,Byron Haskin
cria-1976,Carlos Saura
the-milky-way-1969,Luis Buñuel
night-on-earth-1991,Jim Jarmusch
stranger-than-paradise-1984,Jim Jarmusch
house-of-games-1987,David Mamet
the-strange-ones-1950,Jean-Pierre Melville
ivans-childhood-1962,Andrei Tarkovsky
ace-in-the-hole-1951,Billy Wilder
the-face-of-another-1966,Hiroshi Teshigahara
woman-in-the-dunes-1964,Hiroshi Teshigahara
pitfall-1962,Hiroshi Teshigahara
if-1968,Lindsay Anderson
sweet-movie-1974,Dušan Makavejev
wr-mysteries-of-the-organism-1971,Dušan Makavejev
the-two-of-us-1967,Claude Berri
sans-soleil-1983,Chris Marker
la-jetée-1962,Chris Marker
sansho-the-bailiff-1954,Kenji Mizoguchi
army-of-shadows-1969,Jean-Pierre Melville
vengeance-is-mine-1979,Shohei Imamura
brute-force-1947,Jules Dassin
overlord-1975,Stuart Cooper
la-haine-1995,Mathieu Kassovitz
the-naked-city-1948,Jules Dassin
the-burmese-harp-1956,Kon Ichikawa
fires-on-the-plain-1959,Kon Ichikawa
when-a-woman-ascends-the-stairs-1960,Mikio Naruse
49th-parallel-1941,Michael Powell
49th-parallel-1941,Emeric Pressburger
green-for-danger-1946,Sidney Gilliat
bicycle-thieves-1948,Vittorio De Sica
the-proud-valley-1940,Pen Tennyson
sanders-of-the-river-1935,Zoltán Korda
body-and-soul-1925,Oscar Micheaux
emperor-jones-1933,Dudley Murphy
paul-robeson-tribute-to-an-artist-1979,Saul J. Turell
native-land-1942,Leo Hurwitz
native-land-1942,Paul Strand
jericho-1937,Thornton Freeland
borderline-1930,Kenneth Macpherson
corridors-of-blood-1958,Robert Day
grip-of-the-strangler-1958,Robert Day
the-atomic-submarine-1959,Spencer G. Bennet
first-man-into-space-1959,Robert Day
mouchette-1967,Robert Bresson
border-radio-1987,Allison Anders
border-radio-1987,Dean Lent
border-radio-1987,Kurt Voss
the-beales-of-grey-gardens-2006,Albert Maysles
the-beales-of-grey-gardens-2006,David Maysles
symbiopsychotaxiplasm-take-2½-2005,William Greaves
symbiopsychotaxiplasm-take-one-1968,William Greaves
the-double-life-of-véronique-1991,Krzysztof Kieślowski
pandoras-box-1929,Georg Wilhelm Pabst
the-fallen-idol-1948,Carol Reed
sweetie-1989,Jane Campion
hands-over-the-city-1963,Francesco Rosi
clean-shaven-1993,Lodge Kerrigan
sólo-con-tu-pareja-1991,Alfonso Cuarón
jigoku-1960,Nobuo Nakagawa
the-spirit-of-the-beehive-1973,Víctor Erice
seduced-and-abandoned-1964,Pietro Germi
kicking-and-screaming-1995,Noah Baumbach
love-in-the-afternoon-1972,Eric Rohmer
claires-knee-1970,Eric Rohmer
la-collectionneuse-1967,Eric Rohmer
my-night-at-mauds-1969,Eric Rohmer
suzannes-career-1963,Eric Rohmer
the-bakery-girl-of-monceau-1963,Eric Rohmer
a-canterbury-tale-1944,Michael Powell
a-canterbury-tale-1944,Emeric Pressburger
koko-a-talking-gorilla-1978,Barbet Schroeder
yi-yi-2000,Edward Yang
equinox-1970,Jack Woods
a-nos-amours-1983,Maurice Pialat
dazed-and-confused-1993,Richard Linklater
elevator-to-the-gallows-1958,Louis Malle
harlan-county-usa-1976,Barbara Kopple
fists-in-the-pocket-1965,Marco Bellocchio
viridiana-1961,Luis Buñuel
late-spring-1949,Yasujirō Ozu
au-revoir-les-enfants-1987,Louis Malle
lacombe-lucien-1974,Louis Malle
murmur-of-the-heart-1971,Louis Malle
metropolitan-1990,Whit Stillman
kind-hearts-and-coronets-1949,Robert Hamer
la-bête-humaine-1938,Jean Renoir
the-children-are-watching-us-1943,Vittorio De Sica
mr-arkadin-1955,Orson Welles
the-virgin-spring-1960,Ingmar Bergman
young-mr-lincoln-1939,John Ford
the-bad-sleep-well-1960,Akira Kurosawa
forbidden-games-1952,René Clément
the-tales-of-hoffmann-1951,Michael Powell
the-tales-of-hoffmann-1951,Emeric Pressburger
ran-1985,Akira Kurosawa
shoot-the-piano-player-1960,François Truffaut
pickpocket-1959,Robert Bresson
kill-1968,Kihachi Okamoto
samurai-spy-1965,Masahiro Shinoda
sword-of-the-beast-1965,Hideo Gosha
samurai-rebellion-1967,Masaki Kobayashi
ugetsu-1953,Kenji Mizoguchi
masculin-féminin-1966,Jean-Luc Godard
naked-1993,Mike Leigh
le-samouraï-1967,Jean-Pierre Melville
boudu-saved-from-drowning-1932,Jean Renoir
the-man-who-fell-to-earth-1976,Nicolas Roeg
bad-timing-1980,Nicolas Roeg
harakiri-1962,Masaki Kobayashi
an-angel-at-my-table-1990,Jane Campion
the-life-aquatic-with-steve-zissou-2004,Wes Anderson
story-of-a-prostitute-1965,Seijun Suzuki
gate-of-flesh-1964,Seijun Suzuki
au-hasard-balthazar-1966,Robert Bresson
le-notti-bianche-1957,Luchino Visconti
crazed-fruit-1956,Kō Nakahira
the-browning-version-1951,Anthony Asquith
the-flowers-of-st-francis-1950,Roberto Rossellini
unfaithfully-yours-1948,Preston Sturges
heaven-can-wait-1943,Ernst Lubitsch
the-phantom-of-liberty-1974,Luis Buñuel
hoop-dreams-1994,Steve James
f-for-fake-1973,Orson Welles
burden-of-dreams-1982,Les Blank
divorce-italian-style-1961,Pietro Germi
ashes-and-diamonds-1958,Andrzej Wajda
kanal-1957,Andrzej Wajda
a-generation-1955,Andrzej Wajda
jules-and-jim-1962,François Truffaut
the-sword-of-doom-1966,Kihachi Okamoto
young-törless-1966,Volker Schlöndorff
leclisse-1962,Michelangelo Antonioni
my-own-private-idaho-1991,Gun Van Sant
the-river-1951,Jean Renoir
tout-va-bien-1972,Jean-Luc Godard
tout-va-bien-1972,Jean-Pierre Gorin
night-and-the-city-1950,Jules Dassin
thieves-highway-1949,Jules Dassin
la-commare-secca-1962,Bernardo Bertolucci
touchez-pas-au-grisbi-1954,Jacques Becker
casque-dor-1952,Jacques Becker
fighting-elegy-1966,Seijun Suzuki
youth-of-the-beast-1963,Seijun Suzuki
kagemusha-1980,Akira Kurosawa
the-king-of-kings-1927,Cecil B. DeMille
short-cuts-1993,Robert Altman
the-making-of-fanny-and-alexander-1984,Ingmar Bergman
fanny-and-alexander-1984,Ingmar Bergman
fanny-and-alexander-1982,Ingmar Bergman
eyes-without-a-face-1960,Georges Franju
fat-girl-2001,Catherine Breillat
tanner-88-1988,Robert Altman
secret-honor-1984,Robert Altman
a-constant-forge-2000,Charles Kiselyak
opening-night-1977,John Cassavetes
the-killing-of-a-chinese-bookie-1976,John Cassavetes
a-woman-under-the-influence-1974,John Cassavetes
faces-1968,John Cassavetes
shadows-1958,John Cassavetes
the-battle-of-algiers-1966,Gillo Pontecorvo
videodrome-1983,David Cronenberg
slacker-1990,Richard Linklater
i-vitelloni-1953,Federico Fellini
port-of-shadows-1938,Marcel Carné
elena-and-her-men-1956,Jean Renoir
french-cancan-1955,Jean Renoir
the-golden-coach-1952,Jean Renoir
early-summer-1951,Yasujirō Ozu
the-lower-depths-1957,Akira Kurosawa
the-lower-depths-1936,Jean Renoir
a-woman-is-a-woman-1961,Jean-Luc Godard
smiles-of-a-summer-night-1955,Ingmar Bergman
mamma-roma-1962,Pier Paolo Pasolini
the-leopard-1963,Luchino Visconti
the-tin-drum-1979,Volker Schlöndorff
stray-dog-1949,Akira Kurosawa
floating-weeds-1959,Yasujirō Ozu
a-story-of-floating-weeds-1934,Yasujirō Ozu
the-testament-of-dr-mabuse-1933,Fritz Lang
3-women-1977,Robert Altman
scenes-from-a-marriage-1974,Ingmar Bergman
scenes-from-a-marriage-1973,Ingmar Bergman
salvatore-giuliano-1962,Francesco Rosi
le-corbeau-1943,Henri-Georges Clouzot
onibaba-1964,Kaneto Shindo
tunes-of-glory-1960,Ronald Neame
pickup-on-south-street-1953,Samuel Fuller
maîtresse-1976,Barbet Schroeder
diary-of-a-country-priest-1951,Robert Bresson
ikiru-1952,Akira Kurosawa
naked-lunch-1991,David Cronenberg
la-strada-1954,Federico Fellini
le-cercle-rouge-1970,Jean-Pierre Melville
tokyo-story-1953,Yasujirō Ozu
the-rules-of-the-game-1939,Jean Renoir
knife-in-the-water-1962,Roman Polanski
all-that-money-can-buy-1941,William Dieterle
richard-iii-1955,Laurence Olivier
ingmar-bergman-makes-a-movie-1963,Vilgot Sjöman
the-silence-1963,Ingmar Bergman
winter-light-1963,Ingmar Bergman
through-a-glass-darkly-1961,Ingmar Bergman
the-pornographers-1966,Shohei Imamura
lola-1981,Rainer Werner Fassbinder
veronika-voss-1982,Rainer Werner Fassbinder
the-marriage-of-maria-braun-1979,Rainer Werner Fassbinder
indiscretion-of-an-american-wife-1953,Vittorio De Sica
umberto-d-1952,Vittorio De Sica
the-honeymoon-killers-1970,Leonard Kastle
schizopolis-1996,Steven Soderbergh
ali-fear-eats-the-soul-1974,Rainer Werner Fassbinder
night-and-fog-1956,Alain Resnais
hiroshima-mon-amour-1959,Alain Resnais
the-fiancés-1963,Ermanno Olmi
il-posto-1961,Ermanno Olmi
jenny-lamour-1947,Henri-Georges Clouzot
coup-de-grâce-1976,Volker Schlöndorff
jubilee-1978,Derek Jarman
throne-of-blood-1957,Akira Kurosawa
the-white-sheik-1952,Federico Fellini
love-on-the-run-1979,François Truffaut
bed-and-board-1970,François Truffaut
stolen-kisses-1968,François Truffaut
lovesong-2001,Stan Brakhage
comingled-containers-1996,Stan Brakhage
the-dark-tower-1999,Stan Brakhage
crack-glass-eulogy-1991,Stan Brakhage
stellar-1993,Stan Brakhage
study-in-color-and-black-and-white-1993,Stan Brakhage
black-ice-1994,Stan Brakhage
untitled-for-marilyn-1992,Stan Brakhage
delicacies-of-molten-horror-synapse-1991,Stan Brakhage
glaze-of-cathexis-1990,Stan Brakhage
rage-net-1988,Stan Brakhage
night-music-1986,Stan Brakhage
the-dante-quartet-1987,Stan Brakhage
i-dreaming-1988,Stan Brakhage
kindering-1987,Stan Brakhage
the-stars-are-beautiful-1974,Stan Brakhage
the-garden-of-earthly-delights-1981,Stan Brakhage
the-woldshadow-1972,Stan Brakhage
eye-myth-1967,Stan Brakhage
mothlight-1963,Stan Brakhage
window-water-baby-moving-1959,Stan Brakhage
cats-cradle-1959,Stan Brakhage
the-act-of-seeing-with-ones-own-eyes-1972,Stan Brakhage
dog-star-man-part-iv-1964,Stan Brakhage
dog-star-man-part-iii-1964,Stan Brakhage
dog-star-man-part-ii-1964,Stan Brakhage
dog-star-man-part-i-1963,Stan Brakhage
prelude-dog-star-man-1962,Stan Brakhage
wedlock-house-an-intercourse-1959,Stan Brakhage
desistfilm-1954,Stan Brakhage
les-dames-du-bois-de-boulogne-1945,Robert Bresson
straw-dogs-1971,Sam Peckinpah
i-am-curious-blue-1968,Vilgot Sjöman
i-am-curious-yellow-1967,Vilgot Sjöman
my-life-as-a-dog-1985,Lasse Hallström
the-lost-honor-of-katharina-blum-1975,Margarethe von Trotta
the-lost-honor-of-katharina-blum-1975,Volker Schlöndorff
the-killers-1964,Don Siegel
the-killers-1946,Robert Siodmak
fear-and-loathing-in-las-vegas-1998,Terry Gilliam
band-of-outsiders-1964,Jean-Luc Godard
the-life-and-death-of-colonel-blimp-1943,Michael Powell
the-life-and-death-of-colonel-blimp-1943,Emeric Pressburger
pépé-le-moko-1937,Julien Duvivier
contempt-1963,Jean-Luc Godard
trouble-in-paradise-1932,Ernst Lubitsch
shake-otis-at-monterey-1987,D.A. Pennebaker
jimi-plays-monterey-1986,D.A. Pennebaker
monterey-pop-1968,D.A. Pennebaker
down-by-law-1986,Jim Jarmusch
man-bites-dog-1992,Rémy Belvaux
man-bites-dog-1992,André Bonzel
man-bites-dog-1992,Benoît Poelvoorde
solaris-1972,Andrei Tarkovsky
hopscotch-1980,Ronald Neame
ratcatcher-1999,Lynne Ramsay
under-the-roofs-of-paris-1930,René Clair
à-nous-la-liberté-1931,René Clair
red-beard-1965,Akira Kurosawa
the-importance-of-being-earnest-1952,Anthony Asquith
the-royal-tenenbaums-2001,Wes Anderson
hearts-and-minds-1974,Peter Davis
tokyo-olympiad-1965,Kon Ichikawa
the-horses-mouth-1958,Ronald Neame
general-idi-amin-dada-1974,Barbet Schroeder
george-washington-2000,David Gordon Green
traffic-2000,Steven Soderbergh
bob-le-flambeur-1956,Jean-Pierre Melville
juliet-of-the-spirits-1965,Federico Fellini
ballad-of-a-soldier-1959,Grigori Chukhrai
in-the-mood-for-love-2000,Wong Kar-wai
the-cranes-are-flying-1957,Mikhail Kalatozov
the-firemens-ball-1967,Miloš Forman
loves-of-a-blonde-1965,Miloš Forman
that-obscure-object-of-desire-1977,Luis Buñuel
the-last-wave-1977,Peter Weir
children-of-paradise-1945,Marcel Carné
8½-1963,Federico Fellini
wild-strawberries-1957,Ingmar Bergman
rashomon-1950,Akira Kurosawa
notorious-1946,Alfred Hitchcock
spellbound-1945,Alfred Hitchcock
rebecca-1940,Alfred Hitchcock
häxan-1922,Benjamin Christensen
the-vanishing-1988,George Sluizer
the-ruling-class-1972,Peter Medak
closely-watched-trains-1966,Jiří Menzel
the-shop-on-main-street-1965,Elmar Klos
the-shop-on-main-street-1965,Ján Kadár
le-trou-1960,Jacques Becker
carl-th-dreyer-my-metier-1995,Torben Skjodt Jensen
gertrud-1964,Carl Theodor Dreyer
ordet-1955,Carl Theodor Dreyer
day-of-wrath-1943,Carl Theodor Dreyer
grey-gardens-1975,David Maysles
grey-gardens-1975,Albert Maysles
grey-gardens-1975,Muffie Meyer
grey-gardens-1975,Susan Froemke
grey-gardens-1975,Ellen Hovde
salesman-1969,David Maysles
salesman-1969,Albert Maysles
salesman-1969,Charlotte Zwerin
billy-liar-1963,John Schlesinger
how-to-get-ahead-in-advertising-1989,Bruce Robinson
withnail-i-1987,Bruce Robinson
sullivans-travels-1941,Preston Sturges
diary-of-a-chambermaid-1964,Luis Buñuel
the-hidden-fortress-1958,Akira Kurosawa
rififi-1955,Jules Dassin
my-man-godfrey-1936,Gregory La Cava
big-deal-on-madonna-street-1958,Mario Monicelli
playtime-1967,Jacques Tati
mon-oncle-1958,Jacques Tati
monsieur-hulots-holiday-1953,Jacques Tati
the-scarlet-empress-1934,Josef von Sternberg
the-rock-1996,Michael Bay
mona-lisa-1986,Neil Jordan
coup-de-torchon-1981,Bertrand Tavernier
spartacus-1960,Stanley Kubrick
double-suicide-1969,Masahiro Shinoda
the-lady-eve-1941,Preston Sturges
the-discreet-charm-of-the-bourgeoisie-1972,Luis Buñuel
cries-and-whispers-1972,Ingmar Bergman
beastie-boys-video-anthology-2000,Spike Jonze Tamra Davis Adam Bernstein Adam Yauch Evan Bernard Ari Marcropoulos David Perez Shadi
gimme-shelter-1970,Albert Maysles
gimme-shelter-1970,David Maysles
gimme-shelter-1970,Charlotte Zwerin
lavventura-1960,Michelangelo Antonioni
do-the-right-thing-1989,Spike Lee
written-on-the-wind-1956,Douglas Sirk
all-that-heaven-allows-1955,Douglas Sirk
i-know-where-im-going-1945,Michael Powell
i-know-where-im-going-1945,Emeric Pressburger
black-narcissus-1947,Michael Powell
black-narcissus-1947,Emeric Pressburger
fiend-without-a-face-1958,Arthur Crabtree
the-blob-1958,Irvin S. Yeaworth
kwaidan-1964,Masaki Kobayashi
sisters-1972,Brian De Palma
ivan-the-terrible-part-ii-the-boyars-plot-1946,Sergei Eisenstein
ivan-the-terrible-part-i-1944,Sergei Eisenstein
alexander-nevsky-1938,Sergei Eisenstein
pygmalion-1938,Anthony Asquith
pygmalion-1938,Leslie Howard
good-morning-1959,Yasujirō Ozu
the-harder-they-come-1972,Perry Henzell
hamlet-1948,Laurence Olivier
variety-lights-1950,Federico Fellini
variety-lights-1950,Alberto Lattuada
the-element-of-crime-1984,Lars von Trier
the-dentist-1932,Leslie Pearce
the-barber-shop-1933,Arthur Ripley
the-fatal-glass-of-beer-1933,Clyde Buckman
the-pharmacist-1933,Arthur Ripley
the-golf-specialist-1930,Monte Brice
pool-sharks-1915,Edwin Middleton
the-bank-dick-1940,Edward Cline
and-god-created-woman-1956,Roger Vadim
brief-encounter-1945,David Lean
chasing-amy-1997,Kevin Smith
vagabond-1985,Agnès Varda
cléo-from-5-to-7-1962,Agnès Varda
le-million-1931,René Clair
the-magic-flute-1975,Ingmar Bergman
the-last-temptation-of-christ-1988,Martin Scorsese
testament-of-orpheus-1960,Jean Cocteau
orpheus-1950,Jean Cocteau
the-blood-of-a-poet-1932,Jean Cocteau
rushmore-1998,Wes Anderson
the-third-man-1949,Carol Reed
carnival-of-souls-1962,Herk Harvey
the-passion-of-joan-of-arc-1928,Carl Theodor Dreyer
life-of-brian-1979,Terry Gilliam
autumn-sonata-1978,Ingmar Bergman
the-night-porter-1974,Liliana Cavani
peeping-tom-1960,Michael Powell
charade-1963,Stanley Donen
the-39-steps-1935,Alfred Hitchcock
the-unbearable-lightness-of-being-1988,Philip Kaufman
for-all-mankind-1989,Al Reinert
sanjuro-1962,Akira Kurosawa
yojimbo-1961,Akira Kurosawa
brazil-1985,Terry Gilliam
and-the-ship-sails-on-1983,Federico Fellini
nights-of-cabiria-1957,Federico Fellini
black-orpheus-1959,Marcel Camus
insomnia-1997,Erik Skjoldbjærg
the-most-dangerous-game-1932,Ernest B. Schoedsack
the-most-dangerous-game-1932,Irving Pichel
taste-of-cherry-1997,Abbas Kiarostami
the-red-shoes-1948,Michael Powell
the-red-shoes-1948,Emeric Pressburger
lord-of-the-flies-1963,Peter Brook
fishing-with-john-1991,John Lurie
henry-v-1944,Laurence Olivier
armageddon-1998,Michael Bay
tokyo-drifter-1966,Seijun Suzuki
branded-to-kill-1967,Seijun Suzuki
time-bandits-1981,Terry Gilliam
the-wages-of-fear-1953,Henri-Georges Clouzot
diabolique-1955,Henri-Georges Clouzot
andrei-rublev-1966,Andrei Tarkovsky
nanook-of-the-north-1922,Robert Flaherty
oliver-twist-1948,David Lean
great-expectations-1946,David Lean
m-1931,Fritz Lang
picnic-at-hanging-rock-1975,Peter Weir
blood-for-dracula-1974,Paul Morrissey
flesh-for-frankenstein-1973,Paul Morrissey
the-long-good-friday-1980,John Mackenzie
alphaville-1965,Jean-Luc Godard
high-and-low-1963,Akira Kurosawa
robocop-1987,Paul Verhoeven
summertime-1955,David Lean
dead-ringers-1988,David Cronenberg
sid-and-nancy-1986,Alex Cox
shock-corridor-1963,Samuel Fuller
the-naked-kiss-1964,Samuel Fuller
salò-or-the-120-days-of-sodom-1975,Pier Paolo Pasolini
samurai-iii-duel-at-ganryu-island-1956,Hiroshi Inagaki
samurai-ii-duel-at-ichijoji-temple-1955,Hiroshi Inagaki
samurai-i-musashi-miyamoto-1954,Hiroshi Inagaki
the-silence-of-the-lambs-1991,Jonathan Demme
this-is-spinal-tap-1984,Rob Reiner
the-seventh-seal-1957,Ingmar Bergman
walkabout-1971,Nicolas Roeg
hard-boiled-1992,John Woo
the-killer-1989,John Woo
a-night-to-remember-1958,Roy Ward Baker
beauty-and-the-beast-1946,Jean Cocteau
the-400-blows-1959,François Truffaut
amarcord-1973,Federico Fellini
the-lady-vanishes-1938,Alfred Hitchcock
seven-samurai-1954,Akira Kurosawa
grand-illusion-1937,Jean Renoir
last-holiday-1950,Henry Cass
gervaise-1956,René Clément
mayerling-1936,Anatole Litvak
daybreak-1939,Marcel Carné
kapo-1960,Gillo Pontecorvo
the-great-chase-1962,Saul J. Turell
the-love-goddesses-1965,Saul J. Turell
paddle-to-the-sea-1966,William Mason
sanshiro-sugata-1943,Akira Kurosawa
the-most-beautiful-1944,Akira Kurosawa
sanshiro-sugata-part-two-1945,Akira Kurosawa
the-men-who-tread-on-the-tigers-tail-1945,Akira Kurosawa
no-regrets-for-our-youth-1946,Akira Kurosawa
one-wonderful-sunday-1947,Akira Kurosawa
scandal-1950,Akira Kurosawa
the-idiot-1951,Akira Kurosawa
i-live-in-fear-1955,Akira Kurosawa
madadayo-1993,Akira Kurosawa
murderous-maids-2000,Jean-Pierre Denis
crisis-1946,Ingmar Bergman
a-ship-to-india-1947,Ingmar Bergman
port-of-call-1948,Ingmar Bergman
thirst-1949,Ingmar Bergman
to-joy-1950,Ingmar Bergman
waiting-women-1952,Ingmar Bergman
a-lesson-in-love-1954,Ingmar Bergman
dreams-1955,Ingmar Bergman
brink-of-life-1958,Ingmar Bergman
the-devils-eye-1960,Ingmar Bergman
all-these-women-1964,Ingmar Bergman
hour-of-the-wolf-1968,Ingmar Bergman
the-rite-1969,Ingmar Bergman
the-passion-of-anna-1969,Ingmar Bergman
fårö-document-1970,Ingmar Bergman
the-touch-1971,Ingmar Bergman
the-serpents-egg-1977,Ingmar Bergman
fårö-document-1979-1979,Ingmar Bergman
from-the-life-of-the-marionettes-1980,Ingmar Bergman
after-the-rehearsal-1984,Ingmar Bergman
saraband-2003,Ingmar Bergman
varda-by-agnès-2019,Agnès Varda
les-3-boutons-2015,Agnès Varda
o-seasons-o-castles-1958,Agnès Varda
along-the-coast-1958,Agnès Varda
fiancés-on-the-bridge-1962,Agnès Varda
diary-of-a-pregnant-woman-1958,Agnès Varda
the-socalled-caryatids-1984,Agnès Varda
youve-got-beautiful-stairs-you-know-1986,Agnès Varda
daguerréotypes-1975,Agnès Varda
the-vanishing-lion-2003,Agnès Varda
the-creatures-1966,Agnès Varda
elsa-the-rose-1966,Agnès Varda
uncle-yanco-1967,Agnès Varda
black-panthers-1968,Agnès Varda
lions-love-1969,Agnès Varda
mur-murs-1981,Agnès Varda
documenteur-1981,Agnès Varda
women-reply-1975,Agnès Varda
the-pleasure-of-love-in-iran-1976,Agnès Varda
seven-rooms-kitchen-bathroom-for-sale-1984,Agnès Varda
jane-b-by-agnès-v-1988,Agnès Varda
kungfu-master-1988,Agnès Varda
jacquot-de-nantes-1991,Agnès Varda
the-young-girls-turn-25-1993,Agnès Varda
the-world-of-jacques-demy-1995,Agnès Varda
one-hundred-and-one-nights-1995,Agnès Varda
the-gleaners-and-i-2000,Agnès Varda
the-gleaners-and-i-two-years-later-2002,Agnès Varda
faces-places-2017,Agnès Varda
hello-cubans-1963,Agnès Varda
ulysse-1983,Agnès Varda
ydessa-the-bears-and-etc-2004,Agnès Varda
agnès-varda-from-here-to-there-2011,Agnès Varda
the-beaches-of-agnès-2008,Agnès Varda
the-swindle-1955,Federico Fellini
intervista-1987,Federico Fellini
as-tears-go-by-1988,Wong Kar-wai
days-of-being-wild-1990,Wong Kar-wai
fallen-angels-1995,Wong Kar-wai
happy-together-1997,Wong Kar-wai
2046-2004,Wong Kar-wai
accattone-1961,Pier Paolo Pasolini
love-meetings-1964,Pier Paolo Pasolini
the-gospel-according-to-st-matthew-1964,Pier Paolo Pasolini
the-hawks-and-the-sparrows-1966,Pier Paolo Pasolini
oedipus-rex-1967,Pier Paolo Pasolini
pigsty-1969,Pier Paolo Pasolini
medea-1969,Pier Paolo Pasolini
